Report_ID,Report_Date,NIBRS_Code_Name,NIBRS_Crime_Against,Service_Area,NIBRS_Group,Zip_Code,DateTime
53736450021,2024-01-12,Impersonation,PROPERTY,WEST,Fraud Offenses,78201,2026-09-01
60170026944,2024-10-22,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78201,2026-09-01
64272315061,2025-05-31,Pornography/Obscene Material,SOCIETY,CENTRAL,Pornography/Obscene Material,78201,2026-09-01
72435456384,2026-08-25,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78201,2026-09-01
50059160405,2023-05-24,Purse-snatching,PROPERTY,WEST,Larceny/Theft Offenses,78201,2026-09-01
57637032063,2024-07-15,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78201,2026-09-01
69539433955,2026-04-04,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78201,2026-09-01
60976476258,2024-11-24,Extortion/Blackmail,PROPERTY,EAST,Extortion/Blackmail,78202,2026-09-01
56463908705,2024-05-30,Theft From Coin-Operated Machine or Device,PROPERTY,EAST,Larceny/Theft Offenses,78202,2026-09-01
51928590289,2023-08-17,Fondling,PERSON,CENTRAL,"Sex Offenses, Forcible",78205,2026-09-01
68518169646,2026-02-11,Theft From Coin-Operated Machine or Device,PROPERTY,DOWNTOWN,Larceny/Theft Offenses,78205,2026-09-01
63553579122,2025-04-12,Welfare Fraud,PROPERTY,DOWNTOWN,Fraud Offenses,78205,2026-09-01
60769538064,2024-11-09,Wire Fraud,PROPERTY,DOWNTOWN,Fraud Offenses,78205,2026-09-01
66048233523,2025-09-13,Murder & Nonnegligent Manslaughter,PERSON,CENTRAL,Homicide Offenses,78207,2026-09-01
63780120540,2025-05-01,Pornography/Obscene Material,SOCIETY,CENTRAL,Pornography/Obscene Material,78207,2026-09-01
63724201716,2025-04-28,Stolen Property Offenses,PROPERTY,CENTRAL,Stolen Property Offenses,78207,2026-09-01
52554479448,2023-10-10,Theft From Coin-Operated Machine or Device,PROPERTY,CENTRAL,Larceny/Theft Offenses,78207,2026-09-01
51904626416,2023-08-15,Arson,PROPERTY,EAST,Arson,78208,2026-09-01
63517055789,2025-04-09,Incest,PERSON,DOWNTOWN,"Sex Offenses, Nonforcible",78208,2026-09-01
52924558745,2023-11-07,Stolen Property Offenses,PROPERTY,CENTRAL,Stolen Property Offenses,78209,2026-09-01
69766761114,2026-04-20,Stolen Property Offenses,PROPERTY,NORTH,Stolen Property Offenses,78209,2026-09-01
54632590913,2024-03-08,Pornography/Obscene Material,SOCIETY,EAST,Pornography/Obscene Material,78210,2026-09-01
62416655420,2025-01-23,Pornography/Obscene Material,SOCIETY,DOWNTOWN,Pornography/Obscene Material,78210,2026-09-01
71031711844,2026-06-16,Pornography/Obscene Material,SOCIETY,CENTRAL,Pornography/Obscene Material,78210,2026-09-01
57287717405,2024-07-03,Stolen Property Offenses,PROPERTY,SOUTH,Stolen Property Offenses,78210,2026-09-01
51026640607,2023-06-16,Arson,PROPERTY,SOUTH,Arson,78211,2026-09-01
52209469932,2023-09-06,Embezzlement,PROPERTY,SOUTH,Embezzlement,78211,2026-09-01
52913673405,2023-11-05,Pornography/Obscene Material,SOCIETY,SOUTH,Pornography/Obscene Material,78211,2026-09-01
70300445050,2026-05-05,Pornography/Obscene Material,SOCIETY,SOUTH,Pornography/Obscene Material,78211,2026-09-01
51360138147,2023-07-11,Welfare Fraud,PROPERTY,SOUTH,Fraud Offenses,78211,2026-09-01
65229945298,2025-08-01,Wire Fraud,PROPERTY,SOUTH,Fraud Offenses,78211,2026-09-01
53667605659,2024-01-07,Sexual Assault With An Object,PERSON,CENTRAL,"Sex Offenses, Forcible",78212,2026-09-01
56087510242,2024-05-15,Sexual Assault With An Object,PERSON,CENTRAL,"Sex Offenses, Forcible",78212,2026-09-01
64555382094,2025-06-18,Impersonation,PROPERTY,CENTRAL,Fraud Offenses,78213,2026-09-01
41233891840,2023-01-27,Murder & Nonnegligent Manslaughter,PERSON,CENTRAL,Homicide Offenses,78213,2026-09-01
52237537532,2023-09-09,Sexual Assault With An Object,PERSON,CENTRAL,"Sex Offenses, Forcible",78213,2026-09-01
50997300583,2023-06-12,Wire Fraud,PROPERTY,CENTRAL,Fraud Offenses,78213,2026-09-01
70281376640,2026-05-04,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78214,2026-09-01
64565487547,2025-06-18,Embezzlement,PROPERTY,DOWNTOWN,Embezzlement,78215,2026-09-01
55500617804,2024-04-16,Murder & Nonnegligent Manslaughter,PERSON,EAST,Homicide Offenses,78215,2026-09-01
71019253107,2026-06-15,Pornography/Obscene Material,SOCIETY,NORTH,Pornography/Obscene Material,78216,2026-09-01
63305766376,2025-03-24,Prostitution,SOCIETY,NORTH,Prostitution Offenses,78216,2026-09-01
58913235758,2024-09-10,Stolen Property Offenses,PROPERTY,NORTH,Stolen Property Offenses,78216,2026-09-01
48973389935,2023-04-07,Theft From Coin-Operated Machine or Device,PROPERTY,NORTH,Larceny/Theft Offenses,78216,2026-09-01
63754193014,2025-04-30,Embezzlement,PROPERTY,NORTH,Embezzlement,78217,2026-09-01
52111509225,2023-09-01,Pocket-picking,PROPERTY,NORTH,Larceny/Theft Offenses,78217,2026-09-01
67362514603,2025-11-14,Pornography/Obscene Material,SOCIETY,NORTH,Pornography/Obscene Material,78217,2026-09-01
65588277664,2025-08-25,Stolen Property Offenses,PROPERTY,NORTH,Stolen Property Offenses,78217,2026-09-01
59822600591,2024-10-02,Arson,PROPERTY,EAST,Arson,78218,2026-09-01
52289614431,2023-09-15,Extortion/Blackmail,PROPERTY,EAST,Extortion/Blackmail,78218,2026-09-01
66908975486,2025-10-28,Fondling,PERSON,EAST,"Sex Offenses, Forcible",78218,2026-09-01
42585812678,2023-02-17,Impersonation,PROPERTY,EAST,Fraud Offenses,78218,2026-09-01
58478471734,2024-08-20,Murder & Nonnegligent Manslaughter,PERSON,EAST,Homicide Offenses,78218,2026-09-01
53616940886,2024-01-02,Sodomy,PERSON,EAST,"Sex Offenses, Forcible",78218,2026-09-01
57469809271,2024-07-08,Sodomy,PERSON,EAST,"Sex Offenses, Forcible",78218,2026-09-01
52260305218,2023-09-11,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78218,2026-09-01
62081714402,2025-01-01,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78218,2026-09-01
72006251751,2026-08-05,Fondling,PERSON,EAST,"Sex Offenses, Forcible",78219,2026-09-01
63414110037,2025-03-31,Animal Cruelty,SOCIETY,EAST,Animal Cruelty,78220,2026-09-01
53676433361,2024-01-08,Embezzlement,PROPERTY,EAST,Embezzlement,78220,2026-09-01
52476479967,2023-09-30,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78220,2026-09-01
69590612544,2026-04-13,Wire Fraud,PROPERTY,SOUTH,Fraud Offenses,78221,2026-09-01
60181744833,2024-10-23,Fondling,PERSON,EAST,"Sex Offenses, Forcible",78222,2026-09-01
64545273171,2025-06-17,Pornography/Obscene Material,SOCIETY,EAST,Pornography/Obscene Material,78222,2026-09-01
52288705273,2023-09-19,Arson,PROPERTY,SOUTH,Arson,78223,2026-09-01
62059337437,2024-12-30,Embezzlement,PROPERTY,SOUTH,Embezzlement,78223,2026-09-01
54732391406,2024-03-15,Pornography/Obscene Material,SOCIETY,SOUTH,Pornography/Obscene Material,78223,2026-09-01
63930865496,2025-05-10,Welfare Fraud,PROPERTY,SOUTH,Fraud Offenses,78223,2026-09-01
72491443832,2026-08-28,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78224,2026-09-01
59329469032,2024-09-16,Arson,PROPERTY,SOUTH,Arson,78225,2026-09-01
72009317760,2026-08-05,Animal Cruelty,SOCIETY,SOUTH,Animal Cruelty,78226,2026-09-01
53547980755,2023-12-24,Kidnapping/Abduction,PERSON,SOUTH,Kidnapping/Abduction,78226,2026-09-01
49350416469,2023-05-05,Sexual Assault With An Object,PERSON,SOUTH,"Sex Offenses, Forcible",78226,2026-09-01
49600807167,2023-05-12,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78227,2026-09-01
71428529821,2026-07-06,Negligent Manslaughter,PERSON,WEST,Homicide Offenses,78227,2026-09-01
54207030810,2024-02-16,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78227,2026-09-01
49296111517,2023-04-28,Sexual Assault With An Object,PERSON,SOUTH,"Sex Offenses, Forcible",78227,2026-09-01
45101912448,2023-03-06,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78227,2026-09-01
53417020501,2023-12-15,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78227,2026-09-01
47065056237,2023-03-20,Wire Fraud,PROPERTY,WEST,Fraud Offenses,78227,2026-09-01
53234763371,2023-11-27,Arson,PROPERTY,WEST,Arson,78228,2026-09-01
56457001387,2024-05-29,Arson,PROPERTY,WEST,Arson,78228,2026-09-01
64632016714,2025-06-22,Arson,PROPERTY,WEST,Arson,78228,2026-09-01
50923549444,2023-06-02,Embezzlement,PROPERTY,WEST,Embezzlement,78228,2026-09-01
53358349230,2023-12-08,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78228,2026-09-01
53454850221,2023-12-19,Wire Fraud,PROPERTY,WEST,Fraud Offenses,78228,2026-09-01
55133472704,2024-04-01,Wire Fraud,PROPERTY,CENTRAL,Fraud Offenses,78228,2026-09-01
51527440134,2023-07-27,Impersonation,PROPERTY,PRUE,Fraud Offenses,78229,2026-09-01
61418479610,2024-12-06,Pocket-picking,PROPERTY,PRUE,Larceny/Theft Offenses,78229,2026-09-01
62257596804,2025-01-14,Theft From Coin-Operated Machine or Device,PROPERTY,PRUE,Larceny/Theft Offenses,78229,2026-09-01
71219752295,2026-06-29,Stolen Property Offenses,PROPERTY,PRUE,Stolen Property Offenses,78230,2026-09-01
54321578128,2024-02-22,Wire Fraud,PROPERTY,PRUE,Fraud Offenses,78230,2026-09-01
56626198336,2024-06-08,Wire Fraud,PROPERTY,PRUE,Fraud Offenses,78230,2026-09-01
66180328165,2025-09-22,Fondling,PERSON,PRUE,"Sex Offenses, Forcible",78231,2026-09-01
55823138831,2024-05-03,Wire Fraud,PROPERTY,PRUE,Fraud Offenses,78231,2026-09-01
53803510775,2024-01-15,Wire Fraud,PROPERTY,PRUE,Fraud Offenses,78232,2026-09-01
60811659345,2024-12-01,Fondling,PERSON,NORTH,"Sex Offenses, Forcible",78233,2026-09-01
65578635177,2025-08-24,Welfare Fraud,PROPERTY,NORTH,Fraud Offenses,78233,2026-09-01
52472663879,2023-09-29,Extortion/Blackmail,PROPERTY,WEST,Extortion/Blackmail,78237,2026-09-01
62289385626,2025-01-16,Fondling,PERSON,WEST,"Sex Offenses, Forcible",78237,2026-09-01
62643847440,2025-02-05,Fondling,PERSON,CENTRAL,"Sex Offenses, Forcible",78237,2026-09-01
60867863499,2024-11-18,Embezzlement,PROPERTY,WEST,Embezzlement,78238,2026-09-01
52808297720,2023-10-26,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78238,2026-09-01
54554919088,2024-03-02,Prostitution,SOCIETY,WEST,Prostitution Offenses,78238,2026-09-01
66021741222,2025-09-18,Prostitution,SOCIETY,WEST,Prostitution Offenses,78238,2026-09-01
49110733101,2023-04-18,Wire Fraud,PROPERTY,WEST,Fraud Offenses,78238,2026-09-01
44353930294,2023-03-01,Fondling,PERSON,PRUE,"Sex Offenses, Forcible",78240,2026-09-01
50077261322,2023-05-27,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78240,2026-09-01
51472444623,2023-07-23,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78240,2026-09-01
52390826376,2023-09-22,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78240,2026-09-01
64857429709,2025-07-07,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78240,2026-09-01
52588117058,2023-10-14,Sexual Assault With An Object,PERSON,PRUE,"Sex Offenses, Forcible",78240,2026-09-01
47830323680,2023-03-28,Stolen Property Offenses,PROPERTY,PRUE,Stolen Property Offenses,78240,2026-09-01
51970180041,2023-08-22,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78242,2026-09-01
55659258895,2024-05-17,Arson,PROPERTY,EAST,Arson,78244,2026-09-01
55757677285,2024-05-01,Animal Cruelty,SOCIETY,WEST,Animal Cruelty,78245,2026-09-01
64477017045,2025-06-11,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78245,2026-09-01
60868079789,2024-11-19,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78245,2026-09-01
57467136563,2024-07-08,Embezzlement,PROPERTY,NORTH,Embezzlement,78247,2026-09-01
57977511493,2024-07-30,Embezzlement,PROPERTY,NORTH,Embezzlement,78247,2026-09-01
56089255560,2024-05-15,Pornography/Obscene Material,SOCIETY,NORTH,Pornography/Obscene Material,78247,2026-09-01
62177696027,2025-01-06,Pornography/Obscene Material,SOCIETY,NORTH,Pornography/Obscene Material,78247,2026-09-01
39790093919,2023-01-06,Wire Fraud,PROPERTY,NORTH,Fraud Offenses,78247,2026-09-01
52817276749,2023-10-27,Wire Fraud,PROPERTY,NORTH,Fraud Offenses,78247,2026-09-01
52426703250,2023-09-25,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78248,2026-09-01
71855967367,2026-07-26,Murder & Nonnegligent Manslaughter,PERSON,PRUE,Homicide Offenses,78249,2026-09-01
40319839528,2023-01-09,Sodomy,PERSON,PRUE,"Sex Offenses, Forcible",78249,2026-09-01
66384491371,2025-10-06,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78250,2026-09-01
51358385878,2023-07-11,Fondling,PERSON,WEST,"Sex Offenses, Forcible",78251,2026-09-01
52540409724,2023-10-09,Fondling,PERSON,WEST,"Sex Offenses, Forcible",78251,2026-09-01
68127729511,2026-01-10,Impersonation,PROPERTY,WEST,Fraud Offenses,78251,2026-09-01
65743007992,2025-09-06,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78251,2026-09-01
62372150218,2025-01-20,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78251,2026-09-01
67404038225,2025-11-17,Embezzlement,PROPERTY,PRUE,Embezzlement,78256,2026-09-01
45523761911,2023-03-09,Stolen Property Offenses,PROPERTY,PRUE,Stolen Property Offenses,78256,2026-09-01
56110847055,2024-05-17,Wire Fraud,PROPERTY,NORTH,Fraud Offenses,78258,2026-09-01
57695812263,2024-07-17,Wire Fraud,PROPERTY,NORTH,Fraud Offenses,78266,2026-09-01
41627736702,2023-02-09,Fondling,PERSON,WEST,"Sex Offenses, Forcible",Not Listed,2026-09-01
65471133677,2025-08-15,Extortion/Blackmail,PROPERTY,WEST,Extortion/Blackmail,78201,2026-09-01
43080788021,2023-02-22,Fondling,PERSON,CENTRAL,"Sex Offenses, Forcible",78201,2026-09-01
58696203606,2024-09-02,Murder & Nonnegligent Manslaughter,PERSON,WEST,Homicide Offenses,78201,2026-09-01
55726797040,2024-09-21,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78201,2026-09-01
56389737326,2024-05-23,Wire Fraud,PROPERTY,DOWNTOWN,Fraud Offenses,78201,2026-09-01
69366381319,2026-03-23,Animal Cruelty,SOCIETY,EAST,Animal Cruelty,78202,2026-09-01
55463970303,2024-04-15,Sodomy,PERSON,EAST,"Sex Offenses, Forcible",78202,2026-09-01
49225932311,2023-04-21,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78203,2026-09-01
50994075036,2023-06-11,Pocket-picking,PROPERTY,CENTRAL,Larceny/Theft Offenses,78205,2026-09-01
40748422863,2023-01-16,Purse-snatching,PROPERTY,CENTRAL,Larceny/Theft Offenses,78205,2026-09-01
71802520465,2026-07-22,Wire Fraud,PROPERTY,DOWNTOWN,Fraud Offenses,78205,2026-09-01
42605472826,2023-02-17,Fondling,PERSON,CENTRAL,"Sex Offenses, Forcible",78207,2026-09-01
49337964730,2023-05-03,Fondling,PERSON,CENTRAL,"Sex Offenses, Forcible",78207,2026-09-01
72425494280,2026-08-25,Kidnapping/Abduction,PERSON,CENTRAL,Kidnapping/Abduction,78207,2026-09-01
53239242380,2023-11-28,Pocket-picking,PROPERTY,CENTRAL,Larceny/Theft Offenses,78207,2026-09-01
65030273384,2025-07-19,Pocket-picking,PROPERTY,CENTRAL,Larceny/Theft Offenses,78207,2026-09-01
52509108445,2023-10-04,Pornography/Obscene Material,SOCIETY,CENTRAL,Pornography/Obscene Material,78207,2026-09-01
59635320698,2024-09-26,Pornography/Obscene Material,SOCIETY,CENTRAL,Pornography/Obscene Material,78207,2026-09-01
61937188890,2024-12-20,Pornography/Obscene Material,SOCIETY,DOWNTOWN,Pornography/Obscene Material,78207,2026-09-01
52413569438,2023-09-24,Sexual Assault With An Object,PERSON,CENTRAL,"Sex Offenses, Forcible",78207,2026-09-01
54090285029,2024-02-07,Sodomy,PERSON,CENTRAL,"Sex Offenses, Forcible",78207,2026-09-01
60078304843,2024-10-17,Wire Fraud,PROPERTY,CENTRAL,Fraud Offenses,78207,2026-09-01
51692091480,2023-08-03,Embezzlement,PROPERTY,EAST,Embezzlement,78208,2026-09-01
58308999700,2024-08-12,Stolen Property Offenses,PROPERTY,NORTH,Stolen Property Offenses,78209,2026-09-01
63403742648,2025-03-30,Wire Fraud,PROPERTY,NORTH,Fraud Offenses,78209,2026-09-01
64965572471,2025-07-14,Wire Fraud,PROPERTY,NORTH,Fraud Offenses,78209,2026-09-01
60318185982,2024-10-31,Fondling,PERSON,EAST,"Sex Offenses, Forcible",78210,2026-09-01
68388081634,2026-02-02,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78211,2026-09-01
63581980323,2025-04-14,Pornography/Obscene Material,SOCIETY,SOUTH,Pornography/Obscene Material,78211,2026-09-01
57389007502,2024-07-04,Embezzlement,PROPERTY,DOWNTOWN,Embezzlement,78212,2026-09-01
70480256406,2026-05-16,Impersonation,PROPERTY,DOWNTOWN,Fraud Offenses,78212,2026-09-01
66798104473,2025-10-20,Negligent Manslaughter,PERSON,DOWNTOWN,Homicide Offenses,78212,2026-09-01
54141207123,2024-02-12,Pocket-picking,PROPERTY,CENTRAL,Larceny/Theft Offenses,78212,2026-09-01
69559686882,2026-04-06,Pornography/Obscene Material,SOCIETY,DOWNTOWN,Pornography/Obscene Material,78212,2026-09-01
56456718947,2024-05-29,Wire Fraud,PROPERTY,DOWNTOWN,Fraud Offenses,78212,2026-09-01
63265660174,2025-03-21,Negligent Manslaughter,PERSON,CENTRAL,Homicide Offenses,78213,2026-09-01
60795454085,2024-11-12,Pornography/Obscene Material,SOCIETY,NORTH,Pornography/Obscene Material,78213,2026-09-01
61695032627,2024-12-13,Welfare Fraud,PROPERTY,CENTRAL,Fraud Offenses,78213,2026-09-01
64952354796,2025-07-14,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78214,2026-09-01
67241669554,2025-11-06,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78214,2026-09-01
60041959775,2024-10-14,Murder & Nonnegligent Manslaughter,PERSON,SOUTH,Homicide Offenses,78214,2026-09-01
68429269731,2026-02-05,Pocket-picking,PROPERTY,SOUTH,Larceny/Theft Offenses,78214,2026-09-01
50949859098,2023-06-06,Fondling,PERSON,NORTH,"Sex Offenses, Forcible",78216,2026-09-01
50867026782,2023-06-01,Impersonation,PROPERTY,NORTH,Fraud Offenses,78216,2026-09-01
55203047797,2024-04-05,Theft From Coin-Operated Machine or Device,PROPERTY,NORTH,Larceny/Theft Offenses,78216,2026-09-01
52840993496,2023-10-30,Embezzlement,PROPERTY,NORTH,Embezzlement,78217,2026-09-01
61400412983,2024-12-04,Impersonation,PROPERTY,NORTH,Fraud Offenses,78217,2026-09-01
52007379728,2023-08-24,Pornography/Obscene Material,SOCIETY,NORTH,Pornography/Obscene Material,78217,2026-09-01
51383736310,2023-07-14,Embezzlement,PROPERTY,EAST,Embezzlement,78218,2026-09-01
63523398563,2025-04-10,Murder & Nonnegligent Manslaughter,PERSON,EAST,Homicide Offenses,78218,2026-09-01
62233781286,2025-01-11,Prostitution,SOCIETY,EAST,Prostitution Offenses,78218,2026-09-01
53544050579,2023-12-23,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78218,2026-09-01
53419418260,2023-12-16,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78219,2026-09-01
56610223285,2024-06-06,Embezzlement,PROPERTY,EAST,Embezzlement,78220,2026-09-01
69182893132,2026-03-11,Embezzlement,PROPERTY,EAST,Embezzlement,78220,2026-09-01
58505351283,2024-08-23,Hacking/Computer Invasion,PROPERTY,EAST,Fraud Offenses,78220,2026-09-01
68089791692,2026-01-07,Pornography/Obscene Material,SOCIETY,EAST,Pornography/Obscene Material,78220,2026-09-01
49112277502,2023-04-18,Sexual Assault With An Object,PERSON,EAST,"Sex Offenses, Forcible",78220,2026-09-01
50017420019,2023-05-20,Welfare Fraud,PROPERTY,EAST,Fraud Offenses,78220,2026-09-01
62418696068,2025-06-04,Arson,PROPERTY,SOUTH,Arson,78221,2026-09-01
69308769762,2026-03-20,Pornography/Obscene Material,SOCIETY,SOUTH,Pornography/Obscene Material,78221,2026-09-01
61949403598,2024-12-21,Theft From Coin-Operated Machine or Device,PROPERTY,SOUTH,Larceny/Theft Offenses,78221,2026-09-01
40748291911,2023-01-16,Pornography/Obscene Material,SOCIETY,EAST,Pornography/Obscene Material,78222,2026-09-01
49598752050,2023-05-12,Pornography/Obscene Material,SOCIETY,EAST,Pornography/Obscene Material,78222,2026-09-01
70468059367,2026-05-15,Pornography/Obscene Material,SOCIETY,EAST,Pornography/Obscene Material,78222,2026-09-01
47387780613,2023-03-24,Stolen Property Offenses,PROPERTY,EAST,Stolen Property Offenses,78222,2026-09-01
69711067260,2026-04-16,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78222,2026-09-01
40390943187,2023-01-10,Impersonation,PROPERTY,EAST,Fraud Offenses,78223,2026-09-01
65030703268,2025-07-19,Kidnapping/Abduction,PERSON,EAST,Kidnapping/Abduction,78223,2026-09-01
68763591424,2026-03-01,Pornography/Obscene Material,SOCIETY,EAST,Pornography/Obscene Material,78223,2026-09-01
51278716126,2023-07-01,Prostitution,SOCIETY,SOUTH,Prostitution Offenses,78223,2026-09-01
49242083620,2023-04-24,Wire Fraud,PROPERTY,EAST,Fraud Offenses,78223,2026-09-01
57904539324,2024-07-25,Wire Fraud,PROPERTY,SOUTH,Fraud Offenses,78223,2026-09-01
52082907589,2023-09-09,Arson,PROPERTY,SOUTH,Arson,78224,2026-09-01
52643220023,2023-10-19,Pornography/Obscene Material,SOCIETY,SOUTH,Pornography/Obscene Material,78224,2026-09-01
62653028142,2025-02-06,Fondling,PERSON,SOUTH,"Sex Offenses, Forcible",78225,2026-09-01
68175123943,2026-01-14,"Human Trafficking, Commercial Sex Acts",PERSON,WEST,Human Trafficking,78227,2026-09-01
68378304055,2026-02-01,Wire Fraud,PROPERTY,WEST,Fraud Offenses,78227,2026-09-01
68551748157,2026-02-13,Wire Fraud,PROPERTY,WEST,Fraud Offenses,78228,2026-09-01
67671749139,2025-12-04,Embezzlement,PROPERTY,PRUE,Embezzlement,78229,2026-09-01
65231720460,2025-08-02,Fondling,PERSON,PRUE,"Sex Offenses, Forcible",78229,2026-09-01
64718628103,2025-06-27,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78229,2026-09-01
53192808762,2023-11-26,Sexual Assault With An Object,PERSON,PRUE,"Sex Offenses, Forcible",78229,2026-09-01
58772917072,2024-09-06,Stolen Property Offenses,PROPERTY,PRUE,Stolen Property Offenses,78229,2026-09-01
59531053831,2024-09-23,Stolen Property Offenses,PROPERTY,PRUE,Stolen Property Offenses,78229,2026-09-01
48428624994,2023-04-01,Wire Fraud,PROPERTY,PRUE,Fraud Offenses,78229,2026-09-01
69259288390,2026-03-16,Wire Fraud,PROPERTY,PRUE,Fraud Offenses,78229,2026-09-01
71553114190,2026-07-10,Arson,PROPERTY,PRUE,Arson,78230,2026-09-01
52557237162,2023-10-11,Extortion/Blackmail,PROPERTY,PRUE,Extortion/Blackmail,78230,2026-09-01
54297699377,2024-02-21,Extortion/Blackmail,PROPERTY,PRUE,Extortion/Blackmail,78230,2026-09-01
54088380985,2024-02-07,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78230,2026-09-01
58245776134,2024-08-09,Stolen Property Offenses,PROPERTY,PRUE,Stolen Property Offenses,78230,2026-09-01
70861336983,2026-06-03,Stolen Property Offenses,PROPERTY,PRUE,Stolen Property Offenses,78230,2026-09-01
41346077163,2023-01-31,Embezzlement,PROPERTY,NORTH,Embezzlement,78231,2026-09-01
51059294397,2023-06-19,Fondling,PERSON,NORTH,"Sex Offenses, Forcible",78231,2026-09-01
68183349680,2026-01-15,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78231,2026-09-01
71770779192,2026-07-21,Embezzlement,PROPERTY,NORTH,Embezzlement,78232,2026-09-01
62762527355,2025-02-13,Pocket-picking,PROPERTY,NORTH,Larceny/Theft Offenses,78232,2026-09-01
59983952704,2024-10-09,Animal Cruelty,SOCIETY,NORTH,Animal Cruelty,78233,2026-09-01
62607539509,2025-02-04,Embezzlement,PROPERTY,NORTH,Embezzlement,78233,2026-09-01
51097427687,2023-06-24,Fondling,PERSON,NORTH,"Sex Offenses, Forcible",78233,2026-09-01
70745211129,2026-05-26,Pornography/Obscene Material,SOCIETY,SOUTH,Pornography/Obscene Material,78235,2026-09-01
64974744362,2025-07-15,Fondling,PERSON,WEST,"Sex Offenses, Forcible",78237,2026-09-01
68549446179,2026-02-13,Fondling,PERSON,WEST,"Sex Offenses, Forcible",78237,2026-09-01
52376895992,2023-09-20,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78237,2026-09-01
72368345239,2026-08-21,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78237,2026-09-01
53567954986,2023-12-27,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78237,2026-09-01
54098950429,2024-02-08,Stolen Property Offenses,PROPERTY,WEST,Stolen Property Offenses,78237,2026-09-01
60238864918,2024-10-28,Embezzlement,PROPERTY,PRUE,Embezzlement,78238,2026-09-01
68872816486,2026-03-04,Embezzlement,PROPERTY,WEST,Embezzlement,78238,2026-09-01
51544642559,2023-07-29,Extortion/Blackmail,PROPERTY,WEST,Extortion/Blackmail,78238,2026-09-01
64181509573,2025-05-28,Fondling,PERSON,WEST,"Sex Offenses, Forcible",78238,2026-09-01
54149166595,2024-02-13,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78238,2026-09-01
56889629823,2024-06-17,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78238,2026-09-01
68388244478,2026-02-02,Pornography/Obscene Material,SOCIETY,WEST,Pornography/Obscene Material,78238,2026-09-01
68075829171,2026-01-06,Wire Fraud,PROPERTY,WEST,Fraud Offenses,78238,2026-09-01
64987060973,2025-07-16,Hacking/Computer Invasion,PROPERTY,PRUE,Fraud Offenses,78240,2026-09-01
57946716281,2024-07-27,"Human Trafficking, Involuntary Servitude",PERSON,PRUE,Human Trafficking,78240,2026-09-01
63694282886,2025-04-25,Pornography/Obscene Material,SOCIETY,PRUE,Pornography/Obscene Material,78240,2026-09-01
56447937630,2024-05-29,Sodomy,PERSON,PRUE,"Sex Offenses, Forcible",78240,2026-09-01
54324770055,2024-02-23,Wire Fraud,PROPERTY,PRUE,Fraud Offenses,78240,2026-09-01
